System Time,Speed (km/h),Throttle,Brake,Steering Angle,posX,posY,posZ,Date,Time,Seconds
2024-04-09 09:52:49.696,7.12,0.19,0.0,-15.229,-16687.20508,-25.54693,252.05002,2024-04-09,0 days 09:52:49.696000,0.0
2024-04-09 09:52:49.696,7.12,0.19,0.0,-15.229,-16687.19336,-25.54711,252.05008,2024-04-09,0 days 09:52:49.696000,0.0
2024-04-09 09:52:49.696,7.12,0.19,0.0,-15.229,-16687.18164,-25.54728,252.05013,2024-04-09,0 days 09:52:49.696000,0.0
2024-04-09 09:52:49.696,7.12,0.19,0.0,-15.229,-16687.16992,-25.54746,252.05019,2024-04-09,0 days 09:52:49.696000,0.0
2024-04-09 09:52:49.696,7.12,0.19,0.0,-15.229,-16687.1582,-25.54767,252.05028,2024-04-09,0 days 09:52:49.696000,0.028
2024-04-09 09:52:49.696,7.12,0.19,0.0,-15.229,-16687.14453,-25.54784,252.05042,2024-04-09,0 days 09:52:49.696000,0.028
2024-04-09 09:52:49.725,7.51,0.19,0.0,-15.043,-16687.13281,-25.54799,252.05057,2024-04-09,0 days 09:52:49.725000,0.028
2024-04-09 09:52:49.725,7.51,0.19,0.0,-15.043,-16687.12109,-25.54818,252.05069,2024-04-09,0 days 09:52:49.725000,0.028
2024-04-09 09:52:49.725,7.51,0.19,0.0,-15.043,-16687.10938,-25.54837,252.05083,2024-04-09,0 days 09:52:49.725000,0.028
2024-04-09 09:52:49.725,7.51,0.19,0.0,-15.043,-16687.0957,-25.54854,252.05095,2024-04-09,0 days 09:52:49.725000,0.028
2024-04-09 09:52:49.725,7.51,0.19,0.0,-15.043,-16687.08398,-25.54876,252.05107,2024-04-09,0 days 09:52:49.725000,0.059
2024-04-09 09:52:49.725,7.51,0.19,0.0,-15.043,-16687.07227,-25.54898,252.05116,2024-04-09,0 days 09:52:49.725000,0.059
2024-04-09 09:52:49.754,7.85,0.2,0.0,-14.816,-16687.05859,-25.54918,252.05127,2024-04-09,0 days 09:52:49.754000,0.059
2024-04-09 09:52:49.754,7.85,0.2,0.0,-14.816,-16687.04688,-25.54936,252.05138,2024-04-09,0 days 09:52:49.754000,0.059
2024-04-09 09:52:49.754,7.85,0.2,0.0,-14.816,-16687.0332,-25.54958,252.05151,2024-04-09,0 days 09:52:49.754000,0.059
2024-04-09 09:52:49.754,7.85,0.2,0.0,-14.816,-16687.02148,-25.5498,252.0517,2024-04-09,0 days 09:52:49.754000,0.059
2024-04-09 09:52:49.754,7.85,0.2,0.0,-14.816,-16687.00781,-25.54997,252.05188,2024-04-09,0 days 09:52:49.754000,0.089
2024-04-09 09:52:49.783,8.22,0.21,0.0,-14.636,-16686.99414,-25.55017,252.05199,2024-04-09,0 days 09:52:49.783000,0.089
2024-04-09 09:52:49.783,8.22,0.21,0.0,-14.636,-16686.98242,-25.55039,252.05211,2024-04-09,0 days 09:52:49.783000,0.089
2024-04-09 09:52:49.783,8.22,0.21,0.0,-14.636,-16686.96875,-25.55059,252.05222,2024-04-09,0 days 09:52:49.783000,0.089
2024-04-09 09:52:49.783,8.22,0.21,0.0,-14.636,-16686.95508,-25.55083,252.05237,2024-04-09,0 days 09:52:49.783000,0.089
2024-04-09 09:52:49.783,8.22,0.21,0.0,-14.636,-16686.94336,-25.55107,252.05246,2024-04-09,0 days 09:52:49.783000,0.089
2024-04-09 09:52:49.783,8.22,0.21,0.0,-14.636,-16686.92969,-25.55129,252.0526,2024-04-09,0 days 09:52:49.783000,0.119
