System Time,Speed (km/h),Throttle,Brake,Steering Angle,posX,posY,posZ,Date,Time,Seconds
2024-04-05 11:24:59.044,0.0,0.0,0.0,0.0,-16688.02148,-25.68852,252.05629,2024-04-05,0 days 11:24:59.044000,0.0
2024-04-05 11:24:59.044,0.0,0.0,0.0,0.0,-16688.02148,-25.68852,252.05617,2024-04-05,0 days 11:24:59.044000,0.0
2024-04-05 11:24:59.044,0.0,0.0,0.0,0.0,-16688.02148,-25.6885,252.05595,2024-04-05,0 days 11:24:59.044000,0.0
2024-04-05 11:24:59.044,0.0,0.0,0.0,0.0,-16688.02148,-25.68847,252.05577,2024-04-05,0 days 11:24:59.044000,0.0
2024-04-05 11:24:59.044,0.0,0.0,0.0,0.0,-16688.02148,-25.68844,252.05547,2024-04-05,0 days 11:24:59.044000,0.0
2024-04-05 11:24:59.044,0.0,0.0,0.0,0.0,-16688.02148,-25.68841,252.05492,2024-04-05,0 days 11:24:59.044000,0.0
2024-04-05 11:24:59.074,0.03,0.0,0.0,0.0,-16688.02148,-25.68839,252.05418,2024-04-05,0 days 11:24:59.074000,0.022
2024-04-05 11:24:59.074,0.03,0.0,0.0,0.0,-16688.02148,-25.68836,252.05336,2024-04-05,0 days 11:24:59.074000,0.022
2024-04-05 11:24:59.074,0.03,0.0,0.0,0.0,-16688.02148,-25.68834,252.0526,2024-04-05,0 days 11:24:59.074000,0.022
2024-04-05 11:24:59.074,0.03,0.0,0.0,0.0,-16688.02148,-25.68832,252.05191,2024-04-05,0 days 11:24:59.074000,0.022
2024-04-05 11:24:59.074,0.03,0.0,0.0,0.0,-16688.02148,-25.68833,252.05135,2024-04-05,0 days 11:24:59.074000,0.022
2024-04-05 11:24:59.096,0.03,0.0,0.0,-1.682,-16688.02148,-25.68833,252.05074,2024-04-05,0 days 11:24:59.096000,0.053
2024-04-05 11:24:59.096,0.03,0.0,0.0,-1.682,-16688.02148,-25.68831,252.05016,2024-04-05,0 days 11:24:59.096000,0.053
2024-04-05 11:24:59.096,0.03,0.0,0.0,-1.682,-16688.02344,-25.68831,252.04955,2024-04-05,0 days 11:24:59.096000,0.053
2024-04-05 11:24:59.096,0.03,0.0,0.0,-1.682,-16688.02344,-25.6883,252.04883,2024-04-05,0 days 11:24:59.096000,0.053
2024-04-05 11:24:59.096,0.03,0.0,0.0,-1.682,-16688.02344,-25.68828,252.04805,2024-04-05,0 days 11:24:59.096000,0.053
2024-04-05 11:24:59.124,0.05,0.0,0.0,-1.682,-16688.02344,-25.6883,252.04729,2024-04-05,0 days 11:24:59.124000,0.053
2024-04-05 11:24:59.124,0.05,0.0,0.0,-1.682,-16688.02344,-25.68832,252.04662,2024-04-05,0 days 11:24:59.124000,0.077
2024-04-05 11:24:59.124,0.05,0.0,0.0,-1.682,-16688.02344,-25.68834,252.04596,2024-04-05,0 days 11:24:59.124000,0.077
2024-04-05 11:24:59.124,0.05,0.0,0.0,-1.682,-16688.02344,-25.68836,252.04527,2024-04-05,0 days 11:24:59.124000,0.077
2024-04-05 11:24:59.124,0.05,0.0,0.0,-1.682,-16688.02344,-25.68838,252.04463,2024-04-05,0 days 11:24:59.124000,0.077
2024-04-05 11:24:59.124,0.05,0.0,0.0,-1.682,-16688.02344,-25.68839,252.04405,2024-04-05,0 days 11:24:59.124000,0.077
2024-04-05 11:24:59.152,0.05,0.0,0.0,-1.682,-16688.02344,-25.6884,252.0435,2024-04-05,0 days 11:24:59.152000,0.109
2024-04-05 11:24:59.152,0.05,0.0,0.0,-1.682,-16688.02344,-25.68842,252.04298,2024-04-05,0 days 11:24:59.152000,0.109
2024-04-05 11:24:59.152,0.05,0.0,0.0,-1.682,-16688.02344,-25.68844,252.04247,2024-04-05,0 days 11:24:59.152000,0.109
2024-04-05 11:24:59.152,0.05,0.0,0.0,-1.682,-16688.02344,-25.68845,252.04193,2024-04-05,0 days 11:24:59.152000,0.109
